0.0,0.0,1.0
0.1,-0.01010205144336429,0.9696938456699067
0.2,-0.04174243050433857,0.8747727084883015
0.30000000000000004,-0.09999999924310066,0.7000000139270499
0.4,-0.19999828770988604,0.40002588407185535
0.5,-0.43980793685041203,-0.2701270194813439
0.6000000000000001,-1.9975947325759122,-2.1435849453809923
0.7000000000000001,-4.260608290217801,-4.573512335353923
0.8,-6.668804450043543,-7.1507333386804905
0.9,-9.141425762932307,-9.793491270449096
1.0,-11.64959234940708,-12.472407920560336
1.1,-14.179769349792338,-15.173713485339611
1.2000000000000002,-16.724628405707833,-17.889952750847414
1.3,-19.279812548631128,-20.616693575644263
1.4000000000000001,-21.842552845924708,-23.351119396757838
1.5,-24.410998650604782,-26.091347816839594
1.6,-26.983863018635404,-28.836069863243907
1.7000000000000002,-29.560221758227243,-31.584345556446664
1.8,-32.13939323861236,-34.3354816419566
1.9000000000000001,-34.72086327404949,-37.08895517925062
2.0,-37.30423642895864,-39.84436400907306
2.1,-39.88920345631746,-42.60139363261564
2.2,-42.47551893550144,-45.35979446594982
2.3000000000000003,-45.062985554047714,-48.11936585270409
2.4000000000000004,-47.65144283161679,-50.87994459525403
2.5,-50.24075888302687,-53.64139657711716
2.6,-52.8308243032366,-56.40361054364716
2.7,-55.421547561174094,-59.16649341739091
2.8000000000000003,-58.012851484204376,-61.929966722722114
2.9000000000000004,-60.60467054274221,-64.69396382427986
3.0,-63.19694872987617,-67.45842777056778
